datetime,sewer_pump,ghx_pump,distribution_pump,ets_pump_1,ets_pump_2,ets_pump_3,ets_hp_1,ets_hp_2,ets_hp_3
1/1/22 00:00,2347.0947,5579.373,29210.568,368.70737,1564.4198,683.8265,4161.564,6011.192,8146.8335
1/1/22 01:00,2347.0947,5579.373,29210.568,101.21872,1564.4198,127.30604,599.8504,8592.489,833.2399
1/1/22 02:00,2347.0947,5579.373,29210.568,76.901566,1564.4198,76.713264,0,8490.704,0
1/1/22 03:00,2347.0947,5579.373,29210.568,76.901566,1564.4198,76.713264,0,5229.4004,0
1/1/22 04:00,2347.0947,5579.373,29210.568,489.6591,1564.4198,647.35516,10325.109,6709.6597,10642.347
1/1/22 05:00,2347.0947,5579.373,29210.568,812.88995,1564.4198,786.6087,20610.557,7925.92,23458.654
1/1/22 06:00,2347.0947,5579.373,29210.568,489.8566,1564.4198,696.3587,14217.934,5466.27,18544.646
1/1/22 07:00,2347.0947,5579.373,29210.568,372.43225,1564.4198,680.36505,4738.8667,7321.533,8020.526
1/1/22 08:00,2347.0947,5579.373,29210.568,76.651,1564.4198,76.654,0,8183.9497,0
1/1/22 09:00,2347.0947,5579.373,29210.568,76.75808,1564.4198,633.23376,0,4479.138,616.7492
1/1/22 10:00,2347.0947,5579.373,29210.568,191.69377,1564.4198,683.8265,0,4190.756,1833.392
1/1/22 11:00,2347.0947,5579.373,29210.568,76.600464,1564.4198,663.5894,0,4643.5425,418.70755
1/1/22 12:00,2347.0947,5579.373,29210.568,79.5375,1564.4198,88.36618,0,2379.4783,0
1/1/22 13:00,2347.0947,5579.373,29210.568,82.87091,1564.4198,76.57804,0,2068.0857,0
1/1/22 14:00,2347.0947,5579.373,29210.568,78.37876,1564.4198,76.713264,0,2132.7974,0
1/1/22 15:00,2347.0947,5579.373,29210.568,76.7412,1564.4198,582.641,0,2653.0452,59.217228
1/1/22 16:00,2347.0947,5579.373,29210.568,241.37856,1564.4198,633.23376,0,5124.371,62.75816
